"Scenario_1","Scenario_2","Scenario_3","Scenario_4","Scenario_5","Scenario_6","Scenario_7","Scenario_8","Scenario_9","Scenario_10","Scenario_11","Scenario_12","Scenario_13","Scenario_14","Scenario_15","Scenario_16","Scenario_17","Scenario_18","Scenario_19","Scenario_20","Date"
118.569281201462,88.911642568839,104.460415990825,-40.039673377396,79.8658922897511,59.8705706677487,54.0131645767667,52.6686477359945,21.2928114650521,96.7488038157131,83.3590529737065,25.4874132138826,164.472541151642,6.95811720818187,63.3975415693489,124.298754921214,56.623983234143,90.3832362386966,-72.551163021054,100.853396123481,2024-10-01 16:00:00
112.139072634691,96.6837087024167,122.390350224665,-18.7497102430295,85.8623848544463,82.7001731474989,60.2804366815626,77.7978208106606,39.3186652470784,104.944929301432,95.845117516384,31.2404742216669,171.211552950211,41.3205901985914,77.193657655072,127.03679930626,56.8738918067368,95.8626684982647,-81.7497978173553,113.97508685255,2024-10-01 17:00:00
132.895395200291,114.164971680863,143.558247384691,49.8529500241023,114.879516753996,105.740508952427,80.0336021639175,90.9729684586438,66.1805306484559,114.826911051899,116.88439224306,55.3774170924542,182.233809687066,68.4529387157719,90.3070317656636,148.413774934486,84.4492125160873,116.432858683466,-56.9701502387143,127.092357816787,2024-10-01 18:00:00
153.164974086952,144.795283268486,167.733750292622,88.4571384831799,134.307861743035,128.118699714969,118.743668095898,119.692851126713,94.1576299763794,138.859262294494,141.892271672793,97.9337656723756,202.043618555896,98.6553123707888,100.8355170194,165.600674239281,131.790200063546,138.057926436429,12.1202061996554,146.753794177417,2024-10-01 19:00:00
169.503053941766,172.900492599415,185.084319021287,125.026063557432,148.211094091563,150.313256860966,144.335225047302,144.195054516599,128.751830692479,166.582228564318,168.136811699471,138.588170171719,219.589197108503,132.678374966567,127.651432181134,188.778206709312,156.466646658217,153.387203987378,56.1873776843599,169.92612322077,2024-10-01 20:00:00
170.971941499395,181.032642229418,191.237195787935,125.058136576953,138.930464151931,149.711490228905,147.276326195828,146.391072037092,139.93992658402,168.171982644813,165.714159585483,129.545989005786,216.365858246272,134.725364593483,130.319181255465,189.745744872185,162.530307211107,160.382629818149,63.07263846436,178.038242513771,2024-10-01 21:00:00
142.150348223959,173.770767233037,173.784401355952,94.8974392668931,120.573414313271,121.695279850863,116.684644188255,128.759968503681,121.898669419095,156.629890230375,143.892749824353,91.0670095215633,200.474081462227,110.540568045165,107.094129487931,171.924181495094,147.44656612116,131.302145671203,3.6550758444493,166.733138467768,2024-10-01 22:00:00
132.244164625101,173.726781637475,172.887255062,97.7797077749854,118.412336716797,119.768389653957,111.300469495089,125.710865424681,115.583420153895,162.091146957324,128.694181595835,94.8049655641223,195.237302972961,96.7536898753757,111.925300547997,176.038549782453,145.987439018831,109.467771213616,23.221551477631,160.281657814892,2024-10-01 23:00:00
121.898081893536,168.997164468645,171.246249918498,91.3481298603099,109.584832853537,120.608918245236,103.022674895506,135.437303162812,109.031564185776,152.62117675426,130.245727251256,89.0320383869183,192.172653783726,79.7414282124446,111.138714936114,180.506581000243,150.328950589803,101.872833857712,7.97558112711517,159.472145892708,2024-10-02 00:00:00
105.472077051443,150.493980162508,168.83474255478,73.389224006261,103.502001275825,115.916162995982,83.6562909684391,131.340223381827,108.924494907612,157.097242792782,132.921865116456,74.7228359383641,188.58899600686,77.93029527332,101.953485646171,178.881958306172,144.198961441778,98.6869609070392,-33.5753169176749,151.240162242181,2024-10-02 01:00:00
112.31125382958,165.432312936948,166.523196263228,60.397527390128,114.419679924543,116.962703753423,75.9127386250415,138.899384286564,87.6008413002969,164.106195071485,131.148937599165,78.37026335814,190.975005581601,68.9291874785194,104.69188283163,172.349949426138,131.436011999932,98.2264055003892,-22.7046573946278,140.387939979983,2024-10-02 02:00:00
112.284587943245,160.374068401379,169.426331191234,66.7613745278212,123.073571273525,96.5159443179813,70.3177842567575,135.925418745756,71.575852503973,158.970633331524,139.955860318578,65.2740636022336,185.496085917172,62.6226624046893,102.919146980613,167.69304104469,134.375634422712,70.4101904724462,-10.9844906358267,142.760053035602,2024-10-02 03:00:00
101.522126579649,171.318810273385,169.696028882469,59.1387667511987,113.539376389723,94.8473635617244,66.9292620044881,130.619929873076,76.7143246088934,167.477568318479,133.270500286931,61.0483294761102,185.75366395885,69.4949607084064,103.458786664597,178.288492554195,128.298128522323,61.6410809694273,10.0448729135079,128.666234854129,2024-10-02 04:00:00
115.246199739384,176.727555620809,164.393573566005,63.1607156533067,104.339195896301,92.3930019188344,79.3384750868408,130.776538866234,81.2557681621087,180.22883905143,141.989320885689,66.9810024827128,185.11934514691,72.5729871667453,103.678307279127,182.192262735443,124.080202587934,37.7833713305158,26.5339652724726,132.505867489141,2024-10-02 05:00:00
124.951130655395,189.141826851604,164.619424986322,71.5045711165756,117.22820238963,105.697503172718,87.9375242364675,137.516328863502,79.003262350018,187.111729113014,150.712259417589,82.9431726414613,189.185084047033,84.1306017451202,100.415271827996,186.361161996819,131.018469583582,33.4344239492152,15.6727333381536,140.957398929776,2024-10-02 06:00:00
133.219387579826,199.947510717894,165.036735197409,81.8700660295049,134.363893648289,124.138420278124,98.8422276312537,149.223532529491,103.934205502621,201.864700480964,174.442704011728,102.091842531135,198.241605131305,108.318295158233,123.331799997332,202.776533835127,132.852677090666,61.9027406283995,44.5997497779257,154.123121347495,2024-10-02 07:00:00
141.329090057075,203.591922733601,162.61755337746,84.0066800396735,136.498088352553,114.474859801285,108.232004458418,155.638087575905,113.022273552982,200.434515461241,185.387929058024,109.677035649756,201.26232145316,109.747292299581,128.384034147857,197.586186187989,127.631712650243,76.8124033228045,38.1446348871692,159.625960106567,2024-10-02 08:00:00
129.430836278898,192.662072443113,145.741536414309,63.1996216923983,120.392340636213,100.130802196144,106.969115771602,141.490532713265,88.2298667519647,195.191672948695,174.177286007874,89.1209655621161,192.329004852161,87.2704471780373,115.760358860398,178.206984722027,115.926791398229,54.7937471877442,-23.3169215480773,145.216910729428,2024-10-02 09:00:00
121.87301249511,181.242651691466,121.954056444888,41.1752919113378,88.0080656967505,77.0600842925599,90.667888507473,117.102415074473,70.3658876203029,181.205101637437,165.898284851549,79.0675676222502,173.982930498361,73.503960800649,94.7925389327396,161.483899812596,109.247435764269,7.09173468887691,-57.0116815832173,127.025941075614,2024-10-02 10:00:00
120.221865530533,176.120702382004,102.583562762951,37.5363773569322,72.1438407911618,68.4349248041171,86.6282972537502,107.320577866139,62.8937929154196,174.720907014326,164.691833939914,67.2886591050308,162.389119923602,43.3607685425391,59.9288912899528,137.920664386768,99.9786387421342,-23.7392028216783,-74.8220274625867,116.046285338204,2024-10-02 11:00:00
120.599743214025,175.713769048258,107.527992943696,24.3034156581473,68.1961379133911,67.8651583368921,83.1165655548196,108.096168797788,50.3544276335754,173.03951009059,166.657771021594,50.9522912360447,161.449190678633,39.9617905776112,46.7699978310537,136.98943171364,106.518465042267,-31.0915608057509,-89.7228571890586,115.032769839185,2024-10-02 12:00:00
